Latitude,Longitude,Elevation
51.22061000,-115.611470,1592.0
51.22064000,-115.611490,1591.0
51.22067000,-115.611520,1591.0
51.22071000,-115.611540,1590.0
51.22074000,-115.611560,1589.0
51.22077000,-115.611590,1588.0
51.22079000,-115.611610,1588.0
51.22082000,-115.611650,1588.0
51.22083000,-115.611710,1589.0
51.22083000,-115.611770,1590.0
51.22083000,-115.611810,1591.0
51.22085000,-115.611860,1591.0
51.22088000,-115.611890,1591.0
51.22091000,-115.611930,1590.0
51.22094000,-115.611960,1589.0
51.22098000,-115.611980,1587.0
51.22100000,-115.612000,1586.0
51.22104000,-115.612020,1585.0
51.22107000,-115.612050,1583.0
51.22111000,-115.612080,1581.0
51.22114000,-115.612110,1581.0
51.22117000,-115.612130,1580.0
51.22120000,-115.612140,1580.0
51.22123000,-115.612160,1579.0
51.22127000,-115.612170,1578.0
51.22131000,-115.612180,1577.0
51.22135000,-115.612190,1575.0
51.22138000,-115.612190,1574.0
51.22141000,-115.612190,1574.0
51.22145000,-115.612200,1573.0
51.22148000,-115.612200,1572.0
51.22151000,-115.612170,1571.0
51.22152000,-115.612110,1571.0
51.22155000,-115.612070,1570.0
51.22158000,-115.612070,1569.0
51.22160000,-115.612080,1569.0
51.22163000,-115.612050,1569.0
51.22164000,-115.612010,1568.0
51.22166000,-115.611960,1568.0
51.22167000,-115.611920,1567.0
51.22170000,-115.611880,1567.0
51.22173000,-115.611880,1567.0
51.22175000,-115.611890,1567.0
51.22178000,-115.611910,1567.0
51.22181000,-115.611930,1567.0
51.22184000,-115.611930,1567.0
51.22187000,-115.611910,1567.0
51.22190000,-115.611900,1567.0
51.22192000,-115.611940,1567.0
51.22194000,-115.611960,1567.0
51.22197000,-115.611960,1567.0
51.22200000,-115.611960,1567.0
51.22205000,-115.611950,1567.0
51.22209000,-115.611950,1567.0
51.22199000,-115.611940,1567.0
51.22196000,-115.611980,1567.0
51.22194000,-115.612030,1567.0
51.22192000,-115.612080,1567.0
51.22192000,-115.612140,1567.0
51.22195000,-115.612140,1567.0
51.22193000,-115.612090,1567.0
51.22191000,-115.612020,1567.0
51.22189000,-115.611980,1567.0
51.22187000,-115.611930,1567.0
51.22185000,-115.611900,1567.0
51.22183000,-115.611860,1567.0
51.22183000,-115.611820,1567.0
51.22183000,-115.611770,1567.0
51.22185000,-115.611740,1567.0
51.22187000,-115.611780,1567.0
51.22188000,-115.611820,1567.0
51.22188000,-115.611900,1567.0
51.22187000,-115.611950,1567.0
51.22188000,-115.611990,1567.0
51.22188000,-115.612030,1567.0
51.22191000,-115.612000,1567.0
51.22193000,-115.611970,1567.0
51.22195000,-115.611940,1567.0
51.22197000,-115.611910,1567.0
51.22196000,-115.611870,1567.0
51.22193000,-115.611870,1567.0
51.22194000,-115.611910,1567.0
51.22194000,-115.611960,1567.0
51.22190000,-115.611970,1567.0
51.22188000,-115.611940,1567.0
51.22186000,-115.611890,1567.0
51.22183000,-115.611900,1567.0
51.22182000,-115.611960,1567.0
51.22180000,-115.612000,1567.0
51.22176000,-115.612000,1567.0
51.22173000,-115.611980,1567.0
51.22170000,-115.611980,1567.0
51.22166000,-115.611980,1568.0
